ItemNo	Clause	Distractor	Grammaticality	Condition	Question	Answer	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	sentence	model	surp	modelname	exp
20	restr	plural	gram	e.restr.plural.gram	Was it the officer who was pulled over?	no	The_millionaire	who	drove	past	the_cars	allegedly	was	pulled	over	for	drunk	driving.		The millionaire who drove past the cars allegedly was	Llama-2-7B	9.196917533874512	meta-llama/Llama-2-7b-hf	exp1
20	restr	singular	gram	e.restr.singular.gram	Was it the officer who was pulled over?	no	The_millionaire	who	drove	past	the_car	allegedly	was	pulled	over	for	drunk	driving.		The millionaire who drove past the car allegedly was	Llama-2-7B	10.23359203338623	meta-llama/Llama-2-7b-hf	exp1
20	restr	plural	ungram	e.restr.plural.ungram	Was it the officer who was pulled over?	no	The_millionaire	who	drove	past	the_cars	allegedly	were	pulled	over	for	drunk	driving.		The millionaire who drove past the cars allegedly were	Llama-2-7B	14.398508071899414	meta-llama/Llama-2-7b-hf	exp1
20	restr	singular	ungram	e.restr.singular.ungram	Was it the officer who was pulled over?	no	The_millionaire	who	drove	past	the_car	allegedly	were	pulled	over	for	drunk	driving.		The millionaire who drove past the car allegedly were	Llama-2-7B	16.72008514404297	meta-llama/Llama-2-7b-hf	exp1
21	appos	plural	gram	e.appos.plural.gram	Was the librarian surprised by the conclusion?	yes	The_librarian,	who	read	about	the_books,	certainly	was	surprised	by	the	abrupt	conclusion.		The librarian, who read about the books, certainly was	Llama-2-7B	4.770297050476074	meta-llama/Llama-2-7b-hf	exp1
21	appos	singular	gram	e.appos.singular.gram	Was the librarian surprised by the conclusion?	yes	The_librarian,	who	read	about	the_book,	certainly	was	surprised	by	the	abrupt	conclusion.		The librarian, who read about the book, certainly was	Llama-2-7B	4.587331295013428	meta-llama/Llama-2-7b-hf	exp1
21	appos	plural	ungram	e.appos.plural.ungram	Was the librarian surprised by the conclusion?	yes	The_librarian,	who	read	about	the_books,	certainly	were	surprised	by	the	abrupt	conclusion.		The librarian, who read about the books, certainly were	Llama-2-7B	11.916146278381348	meta-llama/Llama-2-7b-hf	exp1
21	appos	singular	ungram	e.appos.singular.ungram	Was the librarian surprised by the conclusion?	yes	The_librarian,	who	read	about	the_book,	certainly	were	surprised	by	the	abrupt	conclusion.		The librarian, who read about the book, certainly were	Llama-2-7B	13.942307472229004	meta-llama/Llama-2-7b-hf	exp1
21	restr	plural	gram	e.restr.plural.gram	Was the librarian surprised by the conclusion?	yes	The_librarian	who	read	about	the_books	certainly	was	surprised	by	the	abrupt	conclusion.		The librarian who read about the books certainly was	Llama-2-7B	5.271914958953857	meta-llama/Llama-2-7b-hf	exp1
21	restr	singular	gram	e.restr.singular.gram	Was the librarian surprised by the conclusion?	yes	The_librarian	who	read	about	the_book	certainly	was	surprised	by	the	abrupt	conclusion.		The librarian who read about the book certainly was	Llama-2-7B	4.686185836791992	meta-llama/Llama-2-7b-hf	exp1
21	restr	plural	ungram	e.restr.plural.ungram	Was the librarian surprised by the conclusion?	yes	The_librarian	who	read	about	the_books	certainly	were	surprised	by	the	abrupt	conclusion.		The librarian who read about the books certainly were	Llama-2-7B	11.324471473693848	meta-llama/Llama-2-7b-hf	exp1
21	restr	singular	ungram	e.restr.singular.ungram	Was the librarian surprised by the conclusion?	yes	The_librarian	who	read	about	the_book	certainly	were	surprised	by	the	abrupt	conclusion.		The librarian who read about the book certainly were	Llama-2-7B	13.680487632751465	meta-llama/Llama-2-7b-hf	exp1
22	appos	plural	gram	e.appos.plural.gram	Was the chef unhappy about the quality of the ingredients?	yes	The_chef,	who	prepared	for	the_meals,	evidently	was	unhappy	about	the	quality	of	the_ingredients.	The chef, who prepared for the meals, evidently was	Llama-2-7B	4.024271488189697	meta-llama/Llama-2-7b-hf	exp1
22	appos	singular	gram	e.appos.singular.gram	Was the chef unhappy about the quality of the ingredients?	yes	The_chef,	who	prepared	for	the_meal,	evidently	was	unhappy	about	the	quality	of	the_ingredients.	The chef, who prepared for the meal, evidently was	Llama-2-7B	4.175295829772949	meta-llama/Llama-2-7b-hf	exp1
22	appos	plural	ungram	e.appos.plural.ungram	Was the chef unhappy about the quality of the ingredients?	yes	The_chef,	who	prepared	for	the_meals,	evidently	were	unhappy	about	the	quality	of	the_ingredients.	The chef, who prepared for the meals, evidently were	Llama-2-7B	11.716766357421877	meta-llama/Llama-2-7b-hf	exp1
22	appos	singular	ungram	e.appos.singular.ungram	Was the chef unhappy about the quality of the ingredients?	yes	The_chef,	who	prepared	for	the_meal,	evidently	were	unhappy	about	the	quality	of	the_ingredients.	The chef, who prepared for the meal, evidently were	Llama-2-7B	13.237223625183104	meta-llama/Llama-2-7b-hf	exp1
22	restr	plural	gram	e.restr.plural.gram	Was the chef unhappy about the quality of the ingredients?	yes	The_chef	who	prepared	for	the_meals	evidently	was	unhappy	about	the	quality	of	the_ingredients.	The chef who prepared for the meals evidently was	Llama-2-7B	4.068641662597656	meta-llama/Llama-2-7b-hf	exp1
22	restr	singular	gram	e.restr.singular.gram	Was the chef unhappy about the quality of the ingredients?	yes	The_chef	who	prepared	for	the_meal	evidently	was	unhappy	about	the	quality	of	the_ingredients.	The chef who prepared for the meal evidently was	Llama-2-7B	4.163457870483398	meta-llama/Llama-2-7b-hf	exp1
22	restr	plural	ungram	e.restr.plural.ungram	Was the chef unhappy about the quality of the ingredients?	yes	The_chef	who	prepared	for	the_meals	evidently	were	unhappy	about	the	quality	of	the_ingredients.	The chef who prepared for the meals evidently were	Llama-2-7B	10.7185640335083	meta-llama/Llama-2-7b-hf	exp1
22	restr	singular	ungram	e.restr.singular.ungram	Was the chef unhappy about the quality of the ingredients?	yes	The_chef	who	prepared	for	the_meal	evidently	were	unhappy	about	the	quality	of	the_ingredients.	The chef who prepared for the meal evidently were	Llama-2-7B	12.999964714050291	meta-llama/Llama-2-7b-hf	exp1
23	appos	plural	gram	e.appos.plural.gram	Was the gardener unable to buy more plants?	yes	The_gardener,	who	pruned	around	the_hedges,	financially	was	unable	to	buy	more	plants.		The gardener, who pruned around the hedges, financially was	Llama-2-7B	6.935386657714844	meta-llama/Llama-2-7b-hf	exp1
23	appos	singular	gram	e.appos.singular.gram	Was the gardener unable to buy more plants?	yes	The_gardener,	who	pruned	around	the_hedge,	financially	was	unable	to	buy	more	plants.		The gardener, who pruned around the hedge, financially was	Llama-2-7B	6.853641986846924	meta-llama/Llama-2-7b-hf	exp1
23	appos	plural	ungram	e.appos.plural.ungram	Was the gardener unable to buy more plants?	yes	The_gardener,	who	pruned	around	the_hedges,	financially	were	unable	to	buy	more	plants.		The gardener, who pruned around the hedges, financially were	Llama-2-7B	13.399335861206056	meta-llama/Llama-2-7b-hf	exp1
23	appos	singular	ungram	e.appos.singular.ungram	Was the gardener unable to buy more plants?	yes	The_gardener,	who	pruned	around	the_hedge,	financially	were	unable	to	buy	more	plants.		The gardener, who pruned around the hedge, financially were	Llama-2-7B	13.593732833862305	meta-llama/Llama-2-7b-hf	exp1
23	restr	plural	gram	e.restr.plural.gram	Was the gardener unable to buy more plants?	yes	The_gardener	who	pruned	around	the_hedges	financially	was	unable	to	buy	more	plants.		The gardener who pruned around the hedges financially was	Llama-2-7B	4.856256008148193	meta-llama/Llama-2-7b-hf	exp1
23	restr	singular	gram	e.restr.singular.gram	Was the gardener unable to buy more plants?	yes	The_gardener	who	pruned	around	the_hedge	financially	was	unable	to	buy	more	plants.		The gardener who pruned around the hedge financially was	Llama-2-7B	4.962414264678955	meta-llama/Llama-2-7b-hf	exp1
23	restr	plural	ungram	e.restr.plural.ungram	Was the gardener unable to buy more plants?	yes	The_gardener	who	pruned	around	the_hedges	financially	were	unable	to	buy	more	plants.		The gardener who pruned around the hedges financially were	Llama-2-7B	11.737235069274902	meta-llama/Llama-2-7b-hf	exp1
23	restr	singular	ungram	e.restr.singular.ungram	Was the gardener unable to buy more plants?	yes	The_gardener	who	pruned	around	the_hedge	financially	were	unable	to	buy	more	plants.		The gardener who pruned around the hedge financially were	Llama-2-7B	12.86060619354248	meta-llama/Llama-2-7b-hf	exp1
24	appos	plural	gram	e.appos.plural.gram	Did the referees kick the athlete?	no	The_athlete,	who	kicked	near	the_referees,	obviously	was	disappointed	about	the	bad	call.		The athlete, who kicked near the referees, obviously was	Llama-2-7B	5.116488456726074	meta-llama/Llama-2-7b-hf	exp1
24	appos	singular	gram	e.appos.singular.gram	Did the referee kick the athlete?	no	The_athlete,	who	kicked	near	the_referee,	obviously	was	disappointed	about	the	bad	call.		The athlete, who kicked near the referee, obviously was	Llama-2-7B	5.32669734954834	meta-llama/Llama-2-7b-hf	exp1
24	appos	plural	ungram	e.appos.plural.ungram	Did the referees kick the athlete?	no	The_athlete,	who	kicked	near	the_referees,	obviously	were	disappointed	about	the	bad	call.		The athlete, who kicked near the referees, obviously were	Llama-2-7B	12.273609161376951	meta-llama/Llama-2-7b-hf	exp1
24	appos	singular	ungram	e.appos.singular.ungram	Did the referee kick the athlete?	no	The_athlete,	who	kicked	near	the_referee,	obviously	were	disappointed	about	the	bad	call.		The athlete, who kicked near the referee, obviously were	Llama-2-7B	13.182622909545898	meta-llama/Llama-2-7b-hf	exp1
24	restr	plural	gram	e.restr.plural.gram	Did the referees kick the athlete?	no	The_athlete	who	kicked	near	the_referees	obviously	was	disappointed	about	the	bad	call.		The athlete who kicked near the referees obviously was	Llama-2-7B	4.638765335083008	meta-llama/Llama-2-7b-hf	exp1
24	restr	singular	gram	e.restr.singular.gram	Did the referee kick the athlete?	no	The_athlete	who	kicked	near	the_referee	obviously	was	disappointed	about	the	bad	call.		The athlete who kicked near the referee obviously was	Llama-2-7B	4.783387660980225	meta-llama/Llama-2-7b-hf	exp1
24	restr	plural	ungram	e.restr.plural.ungram	Did the referees kick the athlete?	no	The_athlete	who	kicked	near	the_referees	obviously	were	disappointed	about	the	bad	call.		The athlete who kicked near the referees obviously were	Llama-2-7B	10.691322326660156	meta-llama/Llama-2-7b-hf	exp1
24	restr	singular	ungram	e.restr.singular.ungram	Did the referee kick the athlete?	no	The_athlete	who	kicked	near	the_referee	obviously	were	disappointed	about	the	bad	call.		The athlete who kicked near the referee obviously were	Llama-2-7B	12.69566822052002	meta-llama/Llama-2-7b-hf	exp1
25	appos	plural	gram	e.appos.plural.gram	Was the artist isolated from the society?	yes	The_artist,	who	painted	in	the_gardens,	apparently	was	isolated	from	society	for	a_long_time.		The artist, who painted in the gardens, apparently was	Llama-2-7B	5.22401237487793	meta-llama/Llama-2-7b-hf	exp1
25	appos	singular	gram	e.appos.singular.gram	Was the artist isolated from the society?	yes	The_artist,	who	painted	in	the_garden,	apparently	was	isolated	from	society	for	a_long_time.		The artist, who painted in the garden, apparently was	Llama-2-7B	5.130707263946533	meta-llama/Llama-2-7b-hf	exp1
25	appos	plural	ungram	e.appos.plural.ungram	Was the artist isolated from the society?	yes	The_artist,	who	painted	in	the_gardens,	apparently	were	isolated	from	society	for	a_long_time.		The artist, who painted in the gardens, apparently were	Llama-2-7B	14.494455337524414	meta-llama/Llama-2-7b-hf	exp1
25	appos	singular	ungram	e.appos.singular.ungram	Was the artist isolated from the society?	yes	The_artist,	who	painted	in	the_garden,	apparently	were	isolated	from	society	for	a_long_time.		The artist, who painted in the garden, apparently were	Llama-2-7B	14.502589225769045	meta-llama/Llama-2-7b-hf	exp1
25	restr	plural	gram	e.restr.plural.gram	Was the artist isolated from the society?	yes	The_artist	who	painted	in	the_gardens	apparently	was	isolated	from	society	for	a_long_time.		The artist who painted in the gardens apparently was	Llama-2-7B	4.304919242858887	meta-llama/Llama-2-7b-hf	exp1
25	restr	singular	gram	e.restr.singular.gram	Was the artist isolated from the society?	yes	The_artist	who	painted	in	the_garden	apparently	was	isolated	from	society	for	a_long_time.		The artist who painted in the garden apparently was	Llama-2-7B	4.720770359039307	meta-llama/Llama-2-7b-hf	exp1
25	restr	plural	ungram	e.restr.plural.ungram	Was the artist isolated from the society?	yes	The_artist	who	painted	in	the_gardens	apparently	were	isolated	from	society	for	a_long_time.		The artist who painted in the gardens apparently were	Llama-2-7B	11.974872589111328	meta-llama/Llama-2-7b-hf	exp1
25	restr	singular	ungram	e.restr.singular.ungram	Was the artist isolated from the society?	yes	The_artist	who	painted	in	the_garden	apparently	were	isolated	from	society	for	a_long_time.		The artist who painted in the garden apparently were	Llama-2-7B	12.666863441467283	meta-llama/Llama-2-7b-hf	exp1
26	appos	plural	gram	e.appos.plural.gram	Did the students call the teacher?	no	The_teacher,	who	called	for	the_students,	obviously	was	upset	about	the	low	grades.		The teacher, who called for the students, obviously was	Llama-2-7B	4.186977863311768	meta-llama/Llama-2-7b-hf	exp1
26	appos	singular	gram	e.appos.singular.gram	Did the student call the teacher?	no	The_teacher,	who	called	for	the_student,	obviously	was	upset	about	the	low	grades.		The teacher, who called for the student, obviously was	Llama-2-7B	4.544559001922607	meta-llama/Llama-2-7b-hf	exp1
26	appos	plural	ungram	e.appos.plural.ungram	Did the students call the teacher?	no	The_teacher,	who	called	for	the_students,	obviously	were	upset	about	the	low	grades.		The teacher, who called for the students, obviously were	Llama-2-7B	12.76425075531006	meta-llama/Llama-2-7b-hf	exp1
26	appos	singular	ungram	e.appos.singular.ungram	Did the student call the teacher?	no	The_teacher,	who	called	for	the_student,	obviously	were	upset	about	the	low	grades.		The teacher, who called for the student, obviously were	Llama-2-7B	15.156256675720217	meta-llama/Llama-2-7b-hf	exp1
26	restr	plural	gram	e.restr.plural.gram	Did the students call the teacher?	no	The_teacher	who	called	for	the_students	obviously	was	upset	about	the	low	grades.		The teacher who called for the students obviously was	Llama-2-7B	5.023895740509033	meta-llama/Llama-2-7b-hf	exp1
26	restr	singular	gram	e.restr.singular.gram	Did the student call the teacher?	no	The_teacher	who	called	for	the_student	obviously	was	upset	about	the	low	grades.		The teacher who called for the student obviously was	Llama-2-7B	5.268996238708496	meta-llama/Llama-2-7b-hf	exp1
