ItemNo	Clause	Distractor	Grammaticality	Condition	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	sentence	model	modelname	surp	exp
6	restr	plural	ungram	e.restr.plural.ungram	Andrew	interrogated	the	pilots	who	the	smuggler	employ	in	Brazil	for	his	business.					Andrew interrogated the pilots who the smuggler employ	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	12.778440475463867	exp3
6	restr	singular	ungram	e.restr.singular.ungram	Andrew	interrogated	the	pilot	who	the	smuggler	employ	in	Brazil	for	his	business.					Andrew interrogated the pilot who the smuggler employ	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	14.310182571411133	exp3
6	appos	plural	gram	e.appos.plural.gram	Andrew	interrogated	the	pilots,	who	the	smuggler	employs	in	Brazil	for	his	business.					Andrew interrogated the pilots, who the smuggler employs	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	14.208212329569506	exp3
6	appos	singular	gram	e.appos.singular.gram	Andrew	interrogated	the	pilot,	who	the	smuggler	employs	in	Brazil	for	his	business.					Andrew interrogated the pilot, who the smuggler employs	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	15.324163078912534	exp3
6	appos	plural	ungram	e.appos.plural.ungram	Andrew	interrogated	the	pilots,	who	the	smuggler	employ	in	Brazil	for	his	business.					Andrew interrogated the pilots, who the smuggler employ	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	15.279412269592283	exp3
6	appos	singular	ungram	e.appos.singular.ungram	Andrew	interrogated	the	pilot,	who	the	smuggler	employ	in	Brazil	for	his	business.					Andrew interrogated the pilot, who the smuggler employ	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	17.134065628051758	exp3
7	restr	plural	gram	e.restr.plural.gram	James	accompanied	the	colleagues	who	the	researcher	spends	the	most	time	with.						James accompanied the colleagues who the researcher spends	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	14.86974275112152	exp3
7	restr	singular	gram	e.restr.singular.gram	James	accompanied	the	colleague	who	the	researcher	spends	the	most	time	with.						James accompanied the colleague who the researcher spends	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	14.817644119262695	exp3
7	restr	plural	ungram	e.restr.plural.ungram	James	accompanied	the	colleagues	who	the	researcher	spend	the	most	time	with.						James accompanied the colleagues who the researcher spend	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	16.477706909179688	exp3
7	restr	singular	ungram	e.restr.singular.ungram	James	accompanied	the	colleague	who	the	researcher	spend	the	most	time	with.						James accompanied the colleague who the researcher spend	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	17.6739501953125	exp3
7	appos	plural	gram	e.appos.plural.gram	James	accompanied	the	colleagues,	who	the	researcher	spends	the	most	time	with.						James accompanied the colleagues, who the researcher spends	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	16.793580055236816	exp3
7	appos	singular	gram	e.appos.singular.gram	James	accompanied	the	colleague,	who	the	researcher	spends	the	most	time	with.						James accompanied the colleague, who the researcher spends	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	19.458159923553467	exp3
7	appos	plural	ungram	e.appos.plural.ungram	James	accompanied	the	colleagues,	who	the	researcher	spend	the	most	time	with.						James accompanied the colleagues, who the researcher spend	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	16.73217010498047	exp3
7	appos	singular	ungram	e.appos.singular.ungram	James	accompanied	the	colleague,	who	the	researcher	spend	the	most	time	with.						James accompanied the colleague, who the researcher spend	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	19.369102478027344	exp3
8	restr	plural	gram	e.restr.plural.gram	Justin	examined	the	patients	who	the	doctor	checks	on	daily	in	the	morning.					Justin examined the patients who the doctor checks	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	19.525108337402344	exp3
8	restr	singular	gram	e.restr.singular.gram	Justin	examined	the	patient	who	the	doctor	checks	on	daily	in	the	morning.					Justin examined the patient who the doctor checks	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	19.368986129760746	exp3
8	restr	plural	ungram	e.restr.plural.ungram	Justin	examined	the	patients	who	the	doctor	check	on	daily	in	the	morning.					Justin examined the patients who the doctor check	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	18.819259643554688	exp3
8	restr	singular	ungram	e.restr.singular.ungram	Justin	examined	the	patient	who	the	doctor	check	on	daily	in	the	morning.					Justin examined the patient who the doctor check	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	18.343318939208984	exp3
8	appos	plural	gram	e.appos.plural.gram	Justin	examined	the	patients,	who	the	doctor	checks	on	daily	in	the	morning.					Justin examined the patients, who the doctor checks	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	16.987586975097656	exp3
8	appos	singular	gram	e.appos.singular.gram	Justin	examined	the	patient,	who	the	doctor	checks	on	daily	in	the	morning.					Justin examined the patient, who the doctor checks	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	19.78129768371582	exp3
8	appos	plural	ungram	e.appos.plural.ungram	Justin	examined	the	patients,	who	the	doctor	check	on	daily	in	the	morning.					Justin examined the patients, who the doctor check	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	16.950956344604492	exp3
8	appos	singular	ungram	e.appos.singular.ungram	Justin	examined	the	patient,	who	the	doctor	check	on	daily	in	the	morning.					Justin examined the patient, who the doctor check	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	20.034894943237305	exp3
9	restr	plural	gram	e.restr.plural.gram	Joe	vetted	the	Marines	who	the	officer	wants	to	promote	to 	staff	sergeant.					Joe vetted the Marines who the officer wants	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	11.30546760559082	exp3
9	restr	singular	gram	e.restr.singular.gram	Joe	vetted	the	Marine	who	the	officer	wants	to	promote	to 	staff	sergeant.					Joe vetted the Marine who the officer wants	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	12.517854690551758	exp3
9	restr	plural	ungram	e.restr.plural.ungram	Joe	vetted	the	Marines	who	the	officer	want	to	promote	to 	staff	sergeant.					Joe vetted the Marines who the officer want	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	13.303262710571287	exp3
9	restr	singular	ungram	e.restr.singular.ungram	Joe	vetted	the	Marine	who	the	officer	want	to	promote	to 	staff	sergeant.					Joe vetted the Marine who the officer want	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	14.834056854248049	exp3
9	appos	plural	gram	e.appos.plural.gram	Joe	vetted	the	Marines,	who	the	officer	wants	to	promote	to 	staff	sergeant.					Joe vetted the Marines, who the officer wants	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	11.963700294494627	exp3
9	appos	singular	gram	e.appos.singular.gram	Joe	vetted	the	Marine,	who	the	officer	wants	to	promote	to 	staff	sergeant.					Joe vetted the Marine, who the officer wants	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	13.847557067871094	exp3
9	appos	plural	ungram	e.appos.plural.ungram	Joe	vetted	the	Marines,	who	the	officer	want	to	promote	to 	staff	sergeant.					Joe vetted the Marines, who the officer want	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	15.253439903259276	exp3
9	appos	singular	ungram	e.appos.singular.ungram	Joe	vetted	the	Marine,	who	the	officer	want	to	promote	to 	staff	sergeant.					Joe vetted the Marine, who the officer want	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	17.679716110229492	exp3
10	restr	plural	gram	e.restr.plural.gram	Ryan	endorsed	the	sculptors	who	the	donor	supports	so	generously	with	annual	donations.					Ryan endorsed the sculptors who the donor supports	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	8.637104034423828	exp3
10	restr	singular	gram	e.restr.singular.gram	Ryan	endorsed	the	sculptor	who	the	donor	supports	so	generously	with	annual	donations.					Ryan endorsed the sculptor who the donor supports	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	9.330687522888184	exp3
10	restr	plural	ungram	e.restr.plural.ungram	Ryan	endorsed	the	sculptors	who	the	donor	support	so	generously	with	annual	donations.					Ryan endorsed the sculptors who the donor support	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	11.883167266845703	exp3
10	restr	singular	ungram	e.restr.singular.ungram	Ryan	endorsed	the	sculptor	who	the	donor	support	so	generously	with	annual	donations.					Ryan endorsed the sculptor who the donor support	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	13.816567420959473	exp3
10	appos	plural	gram	e.appos.plural.gram	Ryan	endorsed	the	sculptors,	who	the	donor	supports	so	generously	with	annual	donations.					Ryan endorsed the sculptors, who the donor supports	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	10.091127395629885	exp3
10	appos	singular	gram	e.appos.singular.gram	Ryan	endorsed	the	sculptor,	who	the	donor	supports	so	generously	with	annual	donations.					Ryan endorsed the sculptor, who the donor supports	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	10.57017707824707	exp3
10	appos	plural	ungram	e.appos.plural.ungram	Ryan	endorsed	the	sculptors,	who	the	donor	support	so	generously	with	annual	donations.					Ryan endorsed the sculptors, who the donor support	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	14.250146865844728	exp3
10	appos	singular	ungram	e.appos.singular.ungram	Ryan	endorsed	the	sculptor,	who	the	donor	support	so	generously	with	annual	donations.					Ryan endorsed the sculptor, who the donor support	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	15.222304344177246	exp3
11	restr	plural	gram	e.restr.plural.gram	John	met	the	caterers	who	the	hostess	suggests	to	her	friends	at	work.					John met the caterers who the hostess suggests	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	14.203434944152832	exp3
11	restr	singular	gram	e.restr.singular.gram	John	met	the	caterer	who	the	hostess	suggests	to	her	friends	at	work.					John met the caterer who the hostess suggests	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	14.406907081604004	exp3
11	restr	plural	ungram	e.restr.plural.ungram	John	met	the	caterers	who	the	hostess	suggest	to	her	friends	at	work.					John met the caterers who the hostess suggest	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	17.128273010253906	exp3
11	restr	singular	ungram	e.restr.singular.ungram	John	met	the	caterer	who	the	hostess	suggest	to	her	friends	at	work.					John met the caterer who the hostess suggest	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	17.93474769592285	exp3
11	appos	plural	gram	e.appos.plural.gram	John	met	the	caterers,	who	the	hostess	suggests	to	her	friends	at	work.					John met the caterers, who the hostess suggests	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	12.831960678100586	exp3
11	appos	singular	gram	e.appos.singular.gram	John	met	the	caterer,	who	the	hostess	suggests	to	her	friends	at	work.					John met the caterer, who the hostess suggests	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	13.12693214416504	exp3
11	appos	plural	ungram	e.appos.plural.ungram	John	met	the	caterers,	who	the	hostess	suggest	to	her	friends	at	work.					John met the caterers, who the hostess suggest	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	17.813766479492188	exp3
11	appos	singular	ungram	e.appos.singular.ungram	John	met	the	caterer,	who	the	hostess	suggest	to	her	friends	at	work.					John met the caterer, who the hostess suggest	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	18.038293838500977	exp3
12	restr	plural	gram	e.restr.plural.gram	Rob	escorted	the	senators	who	the	voter	listens	to	patiently	at	local	political	events.				Rob escorted the senators who the voter listens	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	24.607891082763672	exp3
12	restr	singular	gram	e.restr.singular.gram	Rob	escorted	the	senator	who	the	voter	listens	to	patiently	at	local	political	events.				Rob escorted the senator who the voter listens	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	23.47300910949707	exp3
12	restr	plural	ungram	e.restr.plural.ungram	Rob	escorted	the	senators	who	the	voter	listen	to	patiently	at	local	political	events.				Rob escorted the senators who the voter listen	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	19.267637252807617	exp3
12	restr	singular	ungram	e.restr.singular.ungram	Rob	escorted	the	senator	who	the	voter	listen	to	patiently	at	local	political	events.				Rob escorted the senator who the voter listen	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	22.451921463012695	exp3
12	appos	plural	gram	e.appos.plural.gram	Rob	escorted	the	senators,	who	the	voter	listens	to	patiently	at	local	political	events.				Rob escorted the senators, who the voter listens	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	20.630325317382812	exp3
12	appos	singular	gram	e.appos.singular.gram	Rob	escorted	the	senator,	who	the	voter	listens	to	patiently	at	local	political	events.				Rob escorted the senator, who the voter listens	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	24.548739910125732	exp3
12	appos	plural	ungram	e.appos.plural.ungram	Rob	escorted	the	senators,	who	the	voter	listen	to	patiently	at	local	political	events.				Rob escorted the senators, who the voter listen	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	18.23017120361328	exp3
12	appos	singular	ungram	e.appos.singular.ungram	Rob	escorted	the	senator,	who	the	voter	listen	to	patiently	at	local	political	events.				Rob escorted the senator, who the voter listen	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	21.24302673339844	exp3
13	restr	plural	gram	e.restr.plural.gram	Nick	compensated	the	teenagers	who	the	farmer	hires	to	pick	fruit	every	summer.					Nick compensated the teenagers who the farmer hires	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	11.74879550933838	exp3
13	restr	singular	gram	e.restr.singular.gram	Nick	compensated	the	teenager	who	the	farmer	hires	to	pick	fruit	every	summer.					Nick compensated the teenager who the farmer hires	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	12.244133949279783	exp3
13	restr	plural	ungram	e.restr.plural.ungram	Nick	compensated	the	teenagers	who	the	farmer	hire	to	pick	fruit	every	summer.					Nick compensated the teenagers who the farmer hire	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	16.9898362159729	exp3
13	restr	singular	ungram	e.restr.singular.ungram	Nick	compensated	the	teenager	who	the	farmer	hire	to	pick	fruit	every	summer.					Nick compensated the teenager who the farmer hire	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	17.721867084503174	exp3
13	appos	plural	gram	e.appos.plural.gram	Nick	compensated	the	teenagers,	who	the	farmer	hires	to	pick	fruit	every	summer.					Nick compensated the teenagers, who the farmer hires	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	12.063572645187378	exp3
13	appos	singular	gram	e.appos.singular.gram	Nick	compensated	the	teenager,	who	the	farmer	hires	to	pick	fruit	every	summer.					Nick compensated the teenager, who the farmer hires	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	12.983437299728394	exp3
13	appos	plural	ungram	e.appos.plural.ungram	Nick	compensated	the	teenagers,	who	the	farmer	hire	to	pick	fruit	every	summer.					Nick compensated the teenagers, who the farmer hire	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	17.77799701690674	exp3
13	appos	singular	ungram	e.appos.singular.ungram	Nick	compensated	the	teenager,	who	the	farmer	hire	to	pick	fruit	every	summer.					Nick compensated the teenager, who the farmer hire	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	19.205059051513672	exp3
14	restr	plural	gram	e.restr.plural.gram	Will	applauded	the	goalies	who	the	fan	holds	the	greatest	confidence	in.						Will applauded the goalies who the fan holds	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	14.483301162719728	exp3
14	restr	singular	gram	e.restr.singular.gram	Will	applauded	the	goalie	who	the	fan	holds	the	greatest	confidence	in.						Will applauded the goalie who the fan holds	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	13.06193733215332	exp3
14	restr	plural	ungram	e.restr.plural.ungram	Will	applauded	the	goalies	who	the	fan	hold	the	greatest	confidence	in.						Will applauded the goalies who the fan hold	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	14.13530731201172	exp3
14	restr	singular	ungram	e.restr.singular.ungram	Will	applauded	the	goalie	who	the	fan	hold	the	greatest	confidence	in.						Will applauded the goalie who the fan hold	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	15.850114822387695	exp3
14	appos	plural	gram	e.appos.plural.gram	Will	applauded	the	goalies,	who	the	fan	holds	the	greatest	confidence	in.						Will applauded the goalies, who the fan holds	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	15.06684112548828	exp3
14	appos	singular	gram	e.appos.singular.gram	Will	applauded	the	goalie,	who	the	fan	holds	the	greatest	confidence	in.						Will applauded the goalie, who the fan holds	Llama-2-7B-Chat	meta-llama/Llama-2-7b-chat-hf	12.844555854797363	exp3
