ItemNo	Clause	Distractor	Grammaticality	Condition	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	sentence	model	surp	modelname	exp
32	appos	plural	ungram	e.appos.plural.ungram	The	therapists,	who	the	survivor	meet	with	weekly,	are	trying	to	help	her	recover	from	her	awful	ordeal.			The therapists, who the survivor meet	Llama-2-7B-Chat	9.516456604003906	meta-llama/Llama-2-7b-chat-hf	exp2
32	appos	singular	ungram	e.appos.singular.ungram	The	therapist,	who	the	survivor	meet	with	weekly,	is	trying	to	help	her	recover	from	her	awful	ordeal.			The therapist, who the survivor meet	Llama-2-7B-Chat	12.549378395080566	meta-llama/Llama-2-7b-chat-hf	exp2
33	restr	plural	gram	e.restr.plural.gram	The	cheerleaders	who	the	choreographer	works	with	usually	train	all	year	for	the	national	competition.						The cheerleaders who the choreographer works	Llama-2-7B-Chat	7.866191387176514	meta-llama/Llama-2-7b-chat-hf	exp2
33	restr	singular	gram	e.restr.singular.gram	The	cheerleader	who	the	choreographer	works	with	usually	trains	all	year	for	the	national	competition.						The cheerleader who the choreographer works	Llama-2-7B-Chat	9.27103042602539	meta-llama/Llama-2-7b-chat-hf	exp2
33	restr	plural	ungram	e.restr.plural.ungram	The	cheerleaders	who	the	choreographer	work	with	usually	train	all	year	for	the	national	competition.						The cheerleaders who the choreographer work	Llama-2-7B-Chat	11.68144416809082	meta-llama/Llama-2-7b-chat-hf	exp2
33	restr	singular	ungram	e.restr.singular.ungram	The	cheerleader	who	the	choreographer	work	with	usually	trains	all	year	training	for	the	national	competition.					The cheerleader who the choreographer work	Llama-2-7B-Chat	13.8893461227417	meta-llama/Llama-2-7b-chat-hf	exp2
33	appos	plural	gram	e.appos.plural.gram	The	cheerleaders,	who	the	choreographer	works	with,	usually	train	all	year	for	the	national	competition.						The cheerleaders, who the choreographer works	Llama-2-7B-Chat	8.070663452148438	meta-llama/Llama-2-7b-chat-hf	exp2
33	appos	singular	gram	e.appos.singular.gram	The	cheerleader,	who	the	choreographer	works	with,	usually	trains	all	year	for	the	national	competition.						The cheerleader, who the choreographer works	Llama-2-7B-Chat	8.791409492492676	meta-llama/Llama-2-7b-chat-hf	exp2
33	appos	plural	ungram	e.appos.plural.ungram	The	cheerleaders,	who	the	choreographer	work	with,	usually	train	all	year	for	the	national	competition.						The cheerleaders, who the choreographer work	Llama-2-7B-Chat	12.477646827697754	meta-llama/Llama-2-7b-chat-hf	exp2
33	appos	singular	ungram	e.appos.singular.ungram	The	cheerleader,	who	the	choreographer	work	with,	usually	trains	all	year	training	for	the	national	competition.					The cheerleader, who the choreographer work	Llama-2-7B-Chat	13.795757293701172	meta-llama/Llama-2-7b-chat-hf	exp2
34	restr	plural	gram	e.restr.plural.gram	The	cowboys	who	the	rancher	knows	the	best	have	thirty	years	of	experience	on	the	range.					The cowboys who the rancher knows	Llama-2-7B-Chat	12.112137794494627	meta-llama/Llama-2-7b-chat-hf	exp2
34	restr	singular	gram	e.restr.singular.gram	The	cowboy	who	the	rancher	knows	the	best	has	thirty	years	of	experience	on	the	range.					The cowboy who the rancher knows	Llama-2-7B-Chat	12.774907112121582	meta-llama/Llama-2-7b-chat-hf	exp2
34	restr	plural	ungram	e.restr.plural.ungram	The	cowboys	who	the	rancher	know	the	best	have	thirty	years	of	experience	on	the	range.					The cowboys who the rancher know	Llama-2-7B-Chat	15.69069766998291	meta-llama/Llama-2-7b-chat-hf	exp2
34	restr	singular	ungram	e.restr.singular.ungram	The	cowboy	who	the	rancher	know	the	best	has	thirty	years	of	experience	on	the	range.					The cowboy who the rancher know	Llama-2-7B-Chat	17.121307373046875	meta-llama/Llama-2-7b-chat-hf	exp2
34	appos	plural	gram	e.appos.plural.gram	The	cowboys,	who	the	rancher	knows	the	best,	have	thirty	years	of	experience	on	the	range.					The cowboys, who the rancher knows	Llama-2-7B-Chat	11.56626796722412	meta-llama/Llama-2-7b-chat-hf	exp2
34	appos	singular	gram	e.appos.singular.gram	The	cowboy,	who	the	rancher	knows	the	best,	has	thirty	years	of	experience	on	the	range.					The cowboy, who the rancher knows	Llama-2-7B-Chat	12.38194751739502	meta-llama/Llama-2-7b-chat-hf	exp2
34	appos	plural	ungram	e.appos.plural.ungram	The	cowboys,	who	the	rancher	know	the	best,	have	thirty	years	of	experience	on	the	range.					The cowboys, who the rancher know	Llama-2-7B-Chat	15.518181800842283	meta-llama/Llama-2-7b-chat-hf	exp2
34	appos	singular	ungram	e.appos.singular.ungram	The	cowboy,	who	the	rancher	know	the	best,	has	thirty	years	of	experience	on	the	range.					The cowboy, who the rancher know	Llama-2-7B-Chat	16.50151824951172	meta-llama/Llama-2-7b-chat-hf	exp2
35	restr	plural	gram	e.restr.plural.gram	The	surgeons	who	the	nurse	prefers	most	to	assist	have	impeccable	records	in	the	operating	room.					The surgeons who the nurse prefers	Llama-2-7B-Chat	8.769263282418251	meta-llama/Llama-2-7b-chat-hf	exp2
35	restr	singular	gram	e.restr.singular.gram	The	surgeon	who	the	nurse	prefers	most	to	assist	has	an	impeccable	record	in	the	operating	room.				The surgeon who the nurse prefers	Llama-2-7B-Chat	10.383234433829784	meta-llama/Llama-2-7b-chat-hf	exp2
35	restr	plural	ungram	e.restr.plural.ungram	The	surgeons	who	the	nurse	prefer	most	to	assist	have	impeccable	records	in	the	operating	room.					The surgeons who the nurse prefer	Llama-2-7B-Chat	12.60043239593506	meta-llama/Llama-2-7b-chat-hf	exp2
35	restr	singular	ungram	e.restr.singular.ungram	The	surgeon	who	the	nurse	prefer	most	to	assist	has	an	impeccable	record	in	the	operating	room.				The surgeon who the nurse prefer	Llama-2-7B-Chat	14.73193645477295	meta-llama/Llama-2-7b-chat-hf	exp2
35	appos	plural	gram	e.appos.plural.gram	The	surgeons,	who	the	nurse	prefers	most	to	assist,	have	impeccable	records	in	the	operating	room.					The surgeons, who the nurse prefers	Llama-2-7B-Chat	10.690924182534218	meta-llama/Llama-2-7b-chat-hf	exp2
35	appos	singular	gram	e.appos.singular.gram	The	surgeon,	who	the	nurse	prefers	most	to	assist,	has	an	impeccable	record	in	the	operating	room.				The surgeon, who the nurse prefers	Llama-2-7B-Chat	11.160510614514353	meta-llama/Llama-2-7b-chat-hf	exp2
35	appos	plural	ungram	e.appos.plural.ungram	The	surgeons,	who	the	nurse	prefer	most	to	assist,	have	impeccable	records	in	the	operating	room.					The surgeons, who the nurse prefer	Llama-2-7B-Chat	16.094669342041016	meta-llama/Llama-2-7b-chat-hf	exp2
35	appos	singular	ungram	e.appos.singular.ungram	The	surgeon,	who	the	nurse	prefer	most	to	assist,	has	an	impeccable	record	in	the	operating	room.				The surgeon, who the nurse prefer	Llama-2-7B-Chat	17.318960189819336	meta-llama/Llama-2-7b-chat-hf	exp2
36	restr	plural	gram	e.restr.plural.gram	The	bartenders	who	the	patron	gossips	with	after	work	always	have	new	stories	to	tell.						The bartenders who the patron gossips	Llama-2-7B-Chat	19.50741037586704	meta-llama/Llama-2-7b-chat-hf	exp2
36	restr	singular	gram	e.restr.singular.gram	The	bartender	who	the	patron	gossips	with	after	work	always	has	new	stories	to	tell.						The bartender who the patron gossips	Llama-2-7B-Chat	20.346796960104257	meta-llama/Llama-2-7b-chat-hf	exp2
36	restr	plural	ungram	e.restr.plural.ungram	The	bartenders	who	the	patron	gossip	with	after	work	always	have	new	stories	to	tell.						The bartenders who the patron gossip	Llama-2-7B-Chat	16.92262597149238	meta-llama/Llama-2-7b-chat-hf	exp2
36	restr	singular	ungram	e.restr.singular.ungram	The	bartender	who	the	patron	gossip	with	after	work	always	has	new	stories	to	tell.						The bartender who the patron gossip	Llama-2-7B-Chat	18.530240639374824	meta-llama/Llama-2-7b-chat-hf	exp2
36	appos	plural	gram	e.appos.plural.gram	The	bartenders,	who	the	patron	gossips	with	after	work,	always	have	new	stories	to	tell.						The bartenders, who the patron gossips	Llama-2-7B-Chat	21.110138705465943	meta-llama/Llama-2-7b-chat-hf	exp2
36	appos	singular	gram	e.appos.singular.gram	The	bartender,	who	the	patron	gossips	with	after	work,	always	has	new	stories	to	tell.						The bartender, who the patron gossips	Llama-2-7B-Chat	24.76987441442907	meta-llama/Llama-2-7b-chat-hf	exp2
36	appos	plural	ungram	e.appos.plural.ungram	The	bartenders,	who	the	patron	gossip	with	after	work,	always	have	new	stories	to	tell.						The bartenders, who the patron gossip	Llama-2-7B-Chat	17.646802351577207	meta-llama/Llama-2-7b-chat-hf	exp2
36	appos	singular	ungram	e.appos.singular.ungram	The	bartender,	who	the	patron	gossip	with	after	work,	always	has	new	stories	to	tell.						The bartender, who the patron gossip	Llama-2-7B-Chat	21.563015716150403	meta-llama/Llama-2-7b-chat-hf	exp2
37	restr	plural	gram	e.restr.plural.gram	The	columnists	who	the	reader	complains	about	frequently	give	extreme	opinions	without	backing	them	up.						The columnists who the reader complains	Llama-2-7B-Chat	15.131632089614868	meta-llama/Llama-2-7b-chat-hf	exp2
37	restr	singular	gram	e.restr.singular.gram	The	columnist	who	the	reader	complains	about	frequently	gives	extreme	opinions	without	backing	them	"up.	"						The columnist who the reader complains	Llama-2-7B-Chat	13.993794441223145	meta-llama/Llama-2-7b-chat-hf	exp2
37	restr	plural	ungram	e.restr.plural.ungram	The	columnists	who	the	reader	complain	about	frequently	give	extreme	opinions	without	backing	them	up.						The columnists who the reader complain	Llama-2-7B-Chat	19.000466346740723	meta-llama/Llama-2-7b-chat-hf	exp2
37	restr	singular	ungram	e.restr.singular.ungram	The	columnist	who	the	reader	complain	about	frequently	gives	extreme	opinions	without	backing	them	"up.	"						The columnist who the reader complain	Llama-2-7B-Chat	20.342921257019043	meta-llama/Llama-2-7b-chat-hf	exp2
37	appos	plural	gram	e.appos.plural.gram	The	columnists,	who	the	reader	complains	about,	frequently	give	extreme	opinions	without	backing	them	up.						The columnists, who the reader complains	Llama-2-7B-Chat	17.75420045852661	meta-llama/Llama-2-7b-chat-hf	exp2
37	appos	singular	gram	e.appos.singular.gram	The	columnist,	who	the	reader	complains	about,	frequently	gives	extreme	opinions	without	backing	them	"up.	"						The columnist, who the reader complains	Llama-2-7B-Chat	17.93796157836914	meta-llama/Llama-2-7b-chat-hf	exp2
37	appos	plural	ungram	e.appos.plural.ungram	The	columnists,	who	the	reader	complain	about,	frequently	give	extreme	opinions	without	backing	them	up.						The columnists, who the reader complain	Llama-2-7B-Chat	21.91023826599121	meta-llama/Llama-2-7b-chat-hf	exp2
37	appos	singular	ungram	e.appos.singular.ungram	The	columnist,	who	the	reader	complain	about,	frequently	gives	extreme	opinions	without	backing	them	"up.	"						The columnist, who the reader complain	Llama-2-7B-Chat	25.93323516845703	meta-llama/Llama-2-7b-chat-hf	exp2
38	restr	plural	gram	e.restr.plural.gram	The	anthropologists	who	the	villager	respects	the	most	have	taken	great	pains	to	learn	the	local	customs.				The anthropologists who the villager respects	Llama-2-7B-Chat	12.392507314682009	meta-llama/Llama-2-7b-chat-hf	exp2
38	restr	singular	gram	e.restr.singular.gram	The	anthropologist	who	the	villager	respects	the	most	has	taken	great	pains	to	learn	the	local	customs.				The anthropologist who the villager respects	Llama-2-7B-Chat	15.141773462295532	meta-llama/Llama-2-7b-chat-hf	exp2
38	restr	plural	ungram	e.restr.plural.ungram	The	anthropologists	who	the	villager	respect	the	most	have	taken	great	pains	to	learn	the	local	customs.				The anthropologists who the villager respect	Llama-2-7B-Chat	10.381698608398438	meta-llama/Llama-2-7b-chat-hf	exp2
38	restr	singular	ungram	e.restr.singular.ungram	The	anthropologist	who	the	villager	respect	the	most	has	taken	great	pains	to	learn	the	local	customs.				The anthropologist who the villager respect	Llama-2-7B-Chat	12.956985473632812	meta-llama/Llama-2-7b-chat-hf	exp2
38	appos	plural	gram	e.appos.plural.gram	The	anthropologists,	who	the	villager	respects	the	most,	have	taken	great	pains	to	learn	the	local	customs.				The anthropologists, who the villager respects	Llama-2-7B-Chat	11.70575737953186	meta-llama/Llama-2-7b-chat-hf	exp2
38	appos	singular	gram	e.appos.singular.gram	The	anthropologist,	who	the	villager	respects	the	most,	has	taken	great	pains	to	learn	the	local	customs.				The anthropologist, who the villager respects	Llama-2-7B-Chat	15.04150104522705	meta-llama/Llama-2-7b-chat-hf	exp2
38	appos	plural	ungram	e.appos.plural.ungram	The	anthropologists,	who	the	villager	respect	the	most,	have	taken	great	pains	to	learn	the	local	customs.				The anthropologists, who the villager respect	Llama-2-7B-Chat	9.691442489624023	meta-llama/Llama-2-7b-chat-hf	exp2
38	appos	singular	ungram	e.appos.singular.ungram	The	anthropologist,	who	the	villager	respect	the	most,	has	taken	great	pains	to	learn	the	local	customs.				The anthropologist, who the villager respect	Llama-2-7B-Chat	12.35468292236328	meta-llama/Llama-2-7b-chat-hf	exp2
39	restr	plural	gram	e.restr.plural.gram	The	bricklayers	who	the	contractor	assigns	to	important	projects	often	don't	show	up	on	time.						The bricklayers who the contractor assigns	Llama-2-7B-Chat	9.955524087883532	meta-llama/Llama-2-7b-chat-hf	exp2
39	restr	singular	gram	e.restr.singular.gram	The	bricklayer	who	the	contractor	assigns	to	important	projects	often	doesn't	show	up	on	time.						The bricklayer who the contractor assigns	Llama-2-7B-Chat	11.760884588584304	meta-llama/Llama-2-7b-chat-hf	exp2
39	restr	plural	ungram	e.restr.plural.ungram	The	bricklayers	who	the	contractor	assign	to	important	projects	often	don't	show	up	on	time.						The bricklayers who the contractor assign	Llama-2-7B-Chat	9.95040225982666	meta-llama/Llama-2-7b-chat-hf	exp2
39	restr	singular	ungram	e.restr.singular.ungram	The	bricklayer	who	the	contractor	assign	to	important	projects	often	doesn't	show	up	on	time.						The bricklayer who the contractor assign	Llama-2-7B-Chat	11.75967502593994	meta-llama/Llama-2-7b-chat-hf	exp2
39	appos	plural	gram	e.appos.plural.gram	The	bricklayers,	who	the	contractor	assigns	to	important	projects,	often	don't	show	up	on	time.						The bricklayers, who the contractor assigns	Llama-2-7B-Chat	11.208559667691588	meta-llama/Llama-2-7b-chat-hf	exp2
39	appos	singular	gram	e.appos.singular.gram	The	bricklayer,	who	the	contractor	assigns	to	important	projects,	often	doesn't	show	up	on	time.						The bricklayer, who the contractor assigns	Llama-2-7B-Chat	11.217584984260611	meta-llama/Llama-2-7b-chat-hf	exp2
39	appos	plural	ungram	e.appos.plural.ungram	The	bricklayers,	who	the	contractor	assign	to	important	projects,	often	don't	show	up	on	time.						The bricklayers, who the contractor assign	Llama-2-7B-Chat	11.204378128051758	meta-llama/Llama-2-7b-chat-hf	exp2
39	appos	singular	ungram	e.appos.singular.ungram	The	bricklayer,	who	the	contractor	assign	to	important	projects,	often	doesn't	show	up	on	time.						The bricklayer, who the contractor assign	Llama-2-7B-Chat	11.215811729431152	meta-llama/Llama-2-7b-chat-hf	exp2
40	restr	plural	gram	e.restr.plural.gram	The	comedians	who	the	prisoner	finds	so	entertaining	can	find	humor	in	the	worst	situations.						The comedians who the prisoner finds	Llama-2-7B-Chat	8.639883995056152	meta-llama/Llama-2-7b-chat-hf	exp2
40	restr	singular	gram	e.restr.singular.gram	The	comedian	who	the	prisoner	finds	so	entertaining	can	find	humor	in	the	worst	situations.						The comedian who the prisoner finds	Llama-2-7B-Chat	9.850598335266112	meta-llama/Llama-2-7b-chat-hf	exp2
40	restr	plural	ungram	e.restr.plural.ungram	The	comedians	who	the	prisoner	find	so	entertaining	can	find	humor	in	the	worst	situations.						The comedians who the prisoner find	Llama-2-7B-Chat	11.70279312133789	meta-llama/Llama-2-7b-chat-hf	exp2
40	restr	singular	ungram	e.restr.singular.ungram	The	comedian	who	the	prisoner	find	so	entertaining	can	find	humor	in	the	worst	situations.						The comedian who the prisoner find	Llama-2-7B-Chat	13.765880584716797	meta-llama/Llama-2-7b-chat-hf	exp2
40	appos	plural	gram	e.appos.plural.gram	The	comedians,	who	the	prisoner	finds	so	entertaining,	can	find	humor	in	the	worst	situations.						The comedians, who the prisoner finds	Llama-2-7B-Chat	9.391789436340332	meta-llama/Llama-2-7b-chat-hf	exp2
40	appos	singular	gram	e.appos.singular.gram	The	comedian,	who	the	prisoner	finds	so	entertaining,	can	find	humor	in	the	worst	situations.						The comedian, who the prisoner finds	Llama-2-7B-Chat	9.443264961242676	meta-llama/Llama-2-7b-chat-hf	exp2
40	appos	plural	ungram	e.appos.plural.ungram	The	comedians,	who	the	prisoner	find	so	entertaining,	can	find	humor	in	the	worst	situations.						The comedians, who the prisoner find	Llama-2-7B-Chat	13.133779525756836	meta-llama/Llama-2-7b-chat-hf	exp2
40	appos	singular	ungram	e.appos.singular.ungram	The	comedian,	who	the	prisoner	find	so	entertaining,	can	find	humor	in	the	worst	situations.						The comedian, who the prisoner find	Llama-2-7B-Chat	12.842896461486816	meta-llama/Llama-2-7b-chat-hf	exp2
41	restr	plural	gram	e.restr.plural.gram	The	judges	who	the	criminal	fears	the	most	hand	down	tough	sentences	for	minor	offenses.						The judges who the criminal fears	Llama-2-7B-Chat	14.81455285847187	meta-llama/Llama-2-7b-chat-hf	exp2
41	restr	singular	gram	e.restr.singular.gram	The	judge	who	the	criminal	fears	the	most	hands	down	tough	sentences	for	minor	offenses.						The judge who the criminal fears	Llama-2-7B-Chat	13.320530455559492	meta-llama/Llama-2-7b-chat-hf	exp2
41	restr	plural	ungram	e.restr.plural.ungram	The	judges	who	the	criminal	fear	the	most	hand	down	tough	sentences	for	minor	offenses.						The judges who the criminal fear	Llama-2-7B-Chat	14.751031875610352	meta-llama/Llama-2-7b-chat-hf	exp2
